term,date,volume
Gaza,2024-02-09,2.0079
Gaza,2024-02-10,2.5456
Gaza,2024-02-11,3.4388
Gaza,2024-02-12,3.1694
Gaza,2024-02-13,2.6167
Gaza,2024-02-14,2.1271
Gaza,2024-02-15,2.2338
Gaza,2024-02-16,2.0463
Gaza,2024-02-17,2.6183
Gaza,2024-02-18,3.0028
Gaza,2024-02-19,2.8599
Gaza,2024-02-20,2.3563
Gaza,2024-02-21,2.1895
Gaza,2024-02-22,1.9021
Gaza,2024-02-23,1.8397
Gaza,2024-02-24,2.1456
Gaza,2024-02-25,2.9564
Gaza,2024-02-26,2.5074
Gaza,2024-02-27,2.2551
Gaza,2024-02-28,2.342
Gaza,2024-02-29,2.0324
Gaza,2024-03-01,2.458
Gaza,2024-03-02,3.262
Gaza,2024-03-03,3.3055
Gaza,2024-03-04,2.1903
Gaza,2024-03-05,2.1063
Gaza,2024-03-06,2.1318
Gaza,2024-03-07,2.1509
Gaza,2024-03-08,2.703
Gaza,2024-03-09,3.1193
Gaza,2024-03-10,3.3798
Gaza,2024-03-11,2.6891
Gaza,2024-03-12,2.1694
Gaza,2024-03-13,2.0651
Gaza,2024-03-14,1.7953
Gaza,2024-03-15,2.0674
Gaza,2024-03-16,2.2958
Gaza,2024-03-17,2.6603
Gaza,2024-03-18,2.0779
Gaza,2024-03-19,1.9255
Gaza,2024-03-20,1.7106
Gaza,2024-03-21,1.8668
Gaza,2024-03-22,2.1363
Gaza,2024-03-23,1.907
Gaza,2024-03-24,2.3447
Gaza,2024-03-25,2.3081
Gaza,2024-03-26,2.0833
Gaza,2024-03-27,1.5775
Gaza,2024-03-28,1.6578
Gaza,2024-03-29,1.9607
Gaza,2024-03-30,2.5323
Gaza,2024-03-31,3.0184
Gaza,2024-04-01,2.5944
Gaza,2024-04-02,2.9416
Gaza,2024-04-03,2.3077
Gaza,2024-04-04,2.3275
Gaza,2024-04-05,2.5775
Gaza,2024-04-06,2.6318
Gaza,2024-04-07,3.643
Gaza,2024-04-08,2.2931
Gaza,2024-04-09,2.3908
Gaza,2024-04-10,2.1171
Gaza,2024-04-11,1.7452
Gaza,2024-04-12,1.7421
Gaza,2024-04-13,2.1643
Gaza,2024-04-14,3.9695
Gaza,2024-04-15,2.3961
Gaza,2024-04-16,1.8643
Gaza,2024-04-17,1.893
Gaza,2024-04-18,1.8171
Gaza,2024-04-19,2.1293
Gaza,2024-04-20,2.7194
Gaza,2024-04-21,2.6502
Gaza,2024-04-22,2.0105
Gaza,2024-04-23,1.8888
Gaza,2024-04-24,2.5601
Gaza,2024-04-25,2.0022
Gaza,2024-04-26,2.0618
Gaza,2024-04-27,2.7263
Gaza,2024-04-28,3.0915
Gaza,2024-04-29,2.6044
Gaza,2024-04-30,2.628
Gaza,2024-05-01,3.156
Gaza,2024-05-02,3.0121
Gaza,2024-05-03,2.7007
Gaza,2024-05-04,3.1813
Gaza,2024-05-05,3.8541
Gaza,2024-05-06,3.3992
Gaza,2024-05-07,3.2131
Gaza,2024-05-08,2.7172
Gaza,2024-05-09,2.8515
Gaza,2024-05-10,2.9071
Gaza,2024-05-11,3.8547
Gaza,2024-05-12,3.6636
Gaza,2024-05-13,2.178
Gaza,2024-05-14,2.1168
Gaza,2024-05-15,2.2655
Gaza,2024-05-16,2.055
Gaza,2024-05-17,2.1723
Gaza,2024-05-18,2.3868
Gaza,2024-05-19,3.2505
Gaza,2024-05-20,2.559
Gaza,2024-05-21,2.1742
Gaza,2024-05-22,2.1079
Gaza,2024-05-23,1.7233
Gaza,2024-05-24,2.1121
Gaza,2024-05-25,2.3847
Gaza,2024-05-26,2.6366
Gaza,2024-05-27,2.3781
Gaza,2024-05-28,2.4767
Gaza,2024-05-29,2.4203
Gaza,2024-05-30,2.2135
Gaza,2024-05-31,2.1225
Gaza,2024-06-01,2.7402
Gaza,2024-06-02,2.5643
Gaza,2024-06-03,1.905
Gaza,2024-06-04,1.7228
Gaza,2024-06-05,1.711
Gaza,2024-06-06,1.7699
Gaza,2024-06-07,1.7466
Gaza,2024-06-08,2.9534
Gaza,2024-06-09,3.2699
Gaza,2024-06-10,2.0742
Gaza,2024-06-11,2.016
Gaza,2024-06-12,1.6241
Gaza,2024-06-13,1.6641
Gaza,2024-06-14,1.5876
Gaza,2024-06-15,2.2674
Gaza,2024-06-16,2.9182
Gaza,2024-06-17,1.8228
Gaza,2024-06-18,1.2426
Gaza,2024-06-19,1.2472
Gaza,2024-06-20,1.1995
Gaza,2024-06-21,1.3907
Gaza,2024-06-22,1.6072
Gaza,2024-06-23,2.1268
Gaza,2024-06-24,1.6607
Gaza,2024-06-25,1.4719
Gaza,2024-06-26,1.3823
Gaza,2024-06-27,1.3354
Gaza,2024-06-28,1.5051
Gaza,2024-06-29,1.88
Gaza,2024-06-30,1.6575
Gaza,2024-07-01,1.2777
Gaza,2024-07-02,1.1437
Gaza,2024-07-03,1.2032
Gaza,2024-07-04,1.338
Gaza,2024-07-05,1.5049
Gaza,2024-07-06,2.0511
Gaza,2024-07-07,2.0637
Gaza,2024-07-08,1.3651
Gaza,2024-07-09,1.3148
Gaza,2024-07-10,1.2476
Gaza,2024-07-11,1.1449
Gaza,2024-07-12,1.2954
Gaza,2024-07-13,2.3403
Gaza,2024-07-14,1.602
Gaza,2024-07-15,1.194
Gaza,2024-07-16,1.0762
Gaza,2024-07-17,1.0637
Gaza,2024-07-18,1.0872
Gaza,2024-07-19,1.4651
Gaza,2024-07-20,1.8379
Gaza,2024-07-21,2.0681
Gaza,2024-07-22,1.5546
Gaza,2024-07-23,1.6482
Gaza,2024-07-24,1.9878
Gaza,2024-07-25,2.0613
Gaza,2024-07-26,1.9035
Gaza,2024-07-27,2.4742
Gaza,2024-07-28,2.0219
Gaza,2024-07-29,1.5541
Gaza,2024-07-30,1.2667
Gaza,2024-07-31,2.3699
Gaza,2024-08-01,1.8639
Gaza,2024-08-02,1.4634
Gaza,2024-08-03,2.1167
Gaza,2024-08-04,2.3944
Gaza,2024-08-05,1.8776
Gaza,2024-08-06,1.6034
Gaza,2024-08-07,1.6249
Gaza,2024-08-08,1.4279
Gaza,2024-08-09,1.4487
Gaza,2024-08-10,2.374
Gaza,2024-08-11,2.0832
Gaza,2024-08-12,1.8217
Gaza,2024-08-13,1.6135
Gaza,2024-08-14,1.8728
Gaza,2024-08-15,1.8683
Gaza,2024-08-16,1.6733
Gaza,2024-08-17,2.2798
Gaza,2024-08-18,2.4401
Gaza,2024-08-19,2.4218
Gaza,2024-08-20,2.3681
Gaza,2024-08-21,1.73
Gaza,2024-08-22,1.7905
Gaza,2024-08-23,1.9301
Gaza,2024-08-24,2.015
Gaza,2024-08-25,3.0115
Gaza,2024-08-26,1.7844
Gaza,2024-08-27,1.2488
Gaza,2024-08-28,1.5201
Gaza,2024-08-29,1.4421
Gaza,2024-08-30,1.3932
Gaza,2024-08-31,1.599
Gaza,2024-09-01,3.1459
Gaza,2024-09-02,2.2467
Gaza,2024-09-03,1.7658
Gaza,2024-09-04,1.6533
Gaza,2024-09-05,1.278
Gaza,2024-09-06,1.1767
Gaza,2024-09-07,1.672
Gaza,2024-09-08,1.8267
Gaza,2024-09-09,1.2317
Gaza,2024-09-10,1.7309
Gaza,2024-09-11,1.4454
Gaza,2024-09-12,1.1681
Gaza,2024-09-13,1.0831
Gaza,2024-09-14,1.4626
Gaza,2024-09-15,1.4945
Gaza,2024-09-16,1.1066
Gaza,2024-09-17,1.3489
Gaza,2024-09-18,1.6705
Gaza,2024-09-19,1.5018
Gaza,2024-09-20,1.4245
Gaza,2024-09-21,1.8276
Gaza,2024-09-22,2.48
Gaza,2024-09-23,1.9286
Gaza,2024-09-24,2.0938
Gaza,2024-09-25,1.7539
Gaza,2024-09-26,1.878
Gaza,2024-09-27,1.541
Gaza,2024-09-28,2.8483
Gaza,2024-09-29,2.5955
Gaza,2024-09-30,1.6479
Gaza,2024-10-01,2.2122
Gaza,2024-10-02,2.1399
Gaza,2024-10-03,1.7896
Gaza,2024-10-04,1.8056
Gaza,2024-10-05,3.1799
Gaza,2024-10-06,4.5663
Gaza,2024-10-07,4.1982
Gaza,2024-10-08,2.2505
Gaza,2024-10-09,1.7465
Gaza,2024-10-10,1.51
Gaza,2024-10-11,1.527
Gaza,2024-10-12,2.0131
Gaza,2024-10-13,2.2809
Gaza,2024-10-14,1.6878
Gaza,2024-10-15,1.5796
Gaza,2024-10-16,1.6181
Gaza,2024-10-17,1.9623
Gaza,2024-10-18,2.4717
Gaza,2024-10-19,2.6764
Gaza,2024-10-20,2.571
Gaza,2024-10-21,1.4241
Gaza,2024-10-22,1.4488
Gaza,2024-10-23,1.446
Gaza,2024-10-24,1.5686
Gaza,2024-10-25,1.4214
Gaza,2024-10-26,2.084
Gaza,2024-10-27,2.403
Gaza,2024-10-28,1.6878
Gaza,2024-10-29,1.8815
Gaza,2024-10-30,1.2741
Gaza,2024-10-31,1.2357
Gaza,2024-11-01,1.3714
Gaza,2024-11-02,1.8726
Gaza,2024-11-03,1.8878
Gaza,2024-11-04,1.4315
Gaza,2024-11-05,1.3572
Gaza,2024-11-06,1.2364
Gaza,2024-11-07,1.1789
Gaza,2024-11-08,1.0195
Gaza,2024-11-09,1.6681
Gaza,2024-11-10,2.0879
Gaza,2024-11-11,1.5597
Gaza,2024-11-12,1.4095
Gaza,2024-11-13,1.2629
Gaza,2024-11-14,1.2032
Gaza,2024-11-15,1.0655
Gaza,2024-11-16,1.3085
Gaza,2024-11-17,1.7575
Gaza,2024-11-18,1.1779
Gaza,2024-11-19,1.161
Gaza,2024-11-20,1.0436
Gaza,2024-11-21,1.4751
Gaza,2024-11-22,1.1838
Gaza,2024-11-23,1.574
Gaza,2024-11-24,1.6283
Gaza,2024-11-25,1.126
Gaza,2024-11-26,1.2658
Gaza,2024-11-27,1.7016
Gaza,2024-11-28,1.1676
Gaza,2024-11-29,1.1968
Gaza,2024-11-30,1.6779
Gaza,2024-12-01,1.7654
Gaza,2024-12-02,1.2291
Gaza,2024-12-03,1.0893
Gaza,2024-12-04,0.9655
Gaza,2024-12-05,0.982
Gaza,2024-12-06,0.7135
Gaza,2024-12-07,1.1433
Gaza,2024-12-08,1.1478
Gaza,2024-12-09,0.8682
Gaza,2024-12-10,0.9549
Gaza,2024-12-11,1.0073
Gaza,2024-12-12,1.1813
Gaza,2024-12-13,0.9168
Gaza,2024-12-14,1.0127
Gaza,2024-12-15,1.316
Gaza,2024-12-16,1.0992
Gaza,2024-12-17,0.9839
Gaza,2024-12-18,0.8373
Gaza,2024-12-19,0.9658
Gaza,2024-12-20,0.802
Gaza,2024-12-21,1.2932
Gaza,2024-12-22,2.1003
Gaza,2024-12-23,1.165
Gaza,2024-12-24,1.2185
Gaza,2024-12-25,1.7332
Gaza,2024-12-26,1.3798
Gaza,2024-12-27,1.0931
Gaza,2024-12-28,1.5789
Gaza,2024-12-29,1.6287
Gaza,2024-12-30,1.1242
Gaza,2024-12-31,1.4353
Gaza,2025-01-01,1.6681
Gaza,2025-01-02,1.1821
Gaza,2025-01-03,1.0298
Gaza,2025-01-04,1.1803
Gaza,2025-01-05,1.3365
Gaza,2025-01-06,1.0334
Gaza,2025-01-07,0.8927
Gaza,2025-01-08,0.9291
Gaza,2025-01-09,0.8126
Gaza,2025-01-10,0.8367
Gaza,2025-01-11,0.914
Gaza,2025-01-12,1.306
Gaza,2025-01-13,1.3335
Gaza,2025-01-14,1.6938
Gaza,2025-01-15,2.0892
Gaza,2025-01-16,3.1135
Gaza,2025-01-17,2.164
Gaza,2025-01-18,2.8636
Gaza,2025-01-19,4.9607
Gaza,2025-01-20,2.3448
Gaza,2025-01-21,1.6776
Gaza,2025-01-22,1.241
Gaza,2025-01-23,1.0064
Gaza,2025-01-24,1.073
Gaza,2025-01-25,2.4819
Gaza,2025-01-26,2.9985
Gaza,2025-01-27,2.2369
Gaza,2025-01-28,1.3333
Gaza,2025-01-29,1.1582
Gaza,2025-01-30,1.4626
Gaza,2025-01-31,1.044
Gaza,2025-02-01,2.1317
Gaza,2025-02-02,1.8464
Gaza,2025-02-03,1.0355
Gaza,2025-02-04,1.3396
Gaza,2025-02-05,3.0555
Gaza,2025-02-06,2.4256
Gaza,2025-02-07,1.8897
Gaza,2025-02-08,2.477
Gaza,2025-02-09,2.6756
Gaza,2025-02-10,2.1042
Gaza,2025-02-11,2.0596
Gaza,2025-02-12,1.7916
Gaza,2025-02-13,1.2957
Gaza,2025-02-14,1.1755
Gaza,2025-02-15,2.3156
Gaza,2025-02-16,2.1687
Gaza,2025-02-17,1.3491
Gaza,2025-02-18,1.4044
Gaza,2025-02-19,1.1445
Gaza,2025-02-20,1.3027
Gaza,2025-02-21,1.5807
Gaza,2025-02-22,2.0097
Gaza,2025-02-23,1.6129
Gaza,2025-02-24,1.1269
Gaza,2025-02-25,1.1049
Gaza,2025-02-26,1.2046
Gaza,2025-02-27,1.2236
Gaza,2025-02-28,0.9148
Gaza,2025-03-01,1.4192
Gaza,2025-03-02,2.3122
Gaza,2025-03-03,1.5189
Gaza,2025-03-04,1.4835
Gaza,2025-03-05,1.4387
Gaza,2025-03-06,1.2026
Gaza,2025-03-07,0.9313
Gaza,2025-03-08,1.4943
Gaza,2025-03-09,1.841
Gaza,2025-03-10,1.2983
Gaza,2025-03-11,0.9505
Gaza,2025-03-12,0.9594
Gaza,2025-03-13,0.9091
Gaza,2025-03-14,0.9532
Gaza,2025-03-15,1.7019
Gaza,2025-03-16,2.0068
Gaza,2025-03-17,1.0341
Gaza,2025-03-18,2.6734
Gaza,2025-03-19,1.7209
Gaza,2025-03-20,1.83
Gaza,2025-03-21,1.405
Gaza,2025-03-22,1.7537
Gaza,2025-03-23,2.3834
Gaza,2025-03-24,1.5925
Gaza,2025-03-25,1.1935
Gaza,2025-03-26,1.1653
Gaza,2025-03-27,1.0181
Gaza,2025-03-28,0.9929
Gaza,2025-03-29,1.2858
Gaza,2025-03-30,1.8994
Gaza,2025-03-31,1.0598
Gaza,2025-04-01,0.9979
Gaza,2025-04-02,1.2098
Gaza,2025-04-03,1.1043
Gaza,2025-04-04,1.0059
Gaza,2025-04-05,1.4867
Gaza,2025-04-06,2.333
Gaza,2025-04-07,1.9196
Gaza,2025-04-08,1.4654
Gaza,2025-04-09,1.0534
Gaza,2025-04-10,1.0538
Gaza,2025-04-11,1.2696
Gaza,2025-04-12,1.7826
Gaza,2025-04-13,2.1283
Gaza,2025-04-14,1.218
Gaza,2025-04-15,1.2811
Gaza,2025-04-16,1.2251
Gaza,2025-04-17,1.2781
Gaza,2025-04-18,1.415
Gaza,2025-04-19,1.7502
Gaza,2025-04-20,2.5416
Gaza,2025-04-21,1.5805
Gaza,2025-04-22,1.2569
Gaza,2025-04-23,1.0333
Gaza,2025-04-24,0.9704
Gaza,2025-04-25,1.0511
Gaza,2025-04-26,1.8802
Gaza,2025-04-27,1.9341
Gaza,2025-04-28,1.3333
Gaza,2025-04-29,1.0962
Gaza,2025-04-30,1.0788
Gaza,2025-05-01,1.2203
Gaza,2025-05-02,1.2225
Gaza,2025-05-03,1.6504
Gaza,2025-05-04,2.1028
Gaza,2025-05-05,1.8243
Gaza,2025-05-06,1.546
Gaza,2025-05-07,1.4065
Gaza,2025-05-08,1.0913
Gaza,2025-05-09,1.0864
Gaza,2025-05-10,1.3042
Gaza,2025-05-11,2.2944
Gaza,2025-05-12,2.1477
Gaza,2025-05-13,1.6636
Gaza,2025-05-14,1.4594
Gaza,2025-05-15,1.5394
Gaza,2025-05-16,1.4436
Gaza,2025-05-17,2.643
Gaza,2025-05-18,2.8766
Gaza,2025-05-19,1.7321
Gaza,2025-05-20,1.8794
Gaza,2025-05-21,1.6716
Gaza,2025-05-22,2.067
Gaza,2025-05-23,1.5975
Gaza,2025-05-24,1.5386
Gaza,2025-05-25,1.8729
Gaza,2025-05-26,1.8892
Gaza,2025-05-27,1.3969
Gaza,2025-05-28,1.6284
Gaza,2025-05-29,1.6115
Gaza,2025-05-30,1.2863
Gaza,2025-05-31,1.9204
Gaza,2025-06-01,2.4488
Gaza,2025-06-02,1.9596
Gaza,2025-06-03,1.5191
Gaza,2025-06-04,1.5213
Gaza,2025-06-05,1.7012
Gaza,2025-06-06,1.2531
Gaza,2025-06-07,1.6166
Gaza,2025-06-08,2.0812
Gaza,2025-06-09,1.9075
Gaza,2025-06-10,1.7789
Gaza,2025-06-11,1.2408
Gaza,2025-06-12,1.4605
Gaza,2025-06-13,1.6037
Gaza,2025-06-14,1.5771
Gaza,2025-07-02,1.4707
Gaza,2025-07-03,1.2132
Gaza,2025-07-04,1.3585
Gaza,2025-07-05,1.7486
Gaza,2025-07-06,2.2485
Gaza,2025-07-07,1.5906
Gaza,2025-07-08,1.5681
Gaza,2025-07-09,1.2116
Gaza,2025-07-10,1.4421
Gaza,2025-07-11,1.2229
Gaza,2025-07-12,1.3194
Gaza,2025-07-13,1.7238
Gaza,2025-07-14,1.1522
Gaza,2025-07-15,1.1432
Gaza,2025-07-16,1.0538
Gaza,2025-07-17,1.2179
Gaza,2025-07-18,0.9007
Gaza,2025-07-19,1.2989
Gaza,2025-07-20,2.1958
Gaza,2025-07-21,1.6353
Gaza,2025-07-22,1.6821
Gaza,2025-07-23,1.4233
Gaza,2025-07-24,1.9373
Gaza,2025-07-25,2.2913
Gaza,2025-07-26,2.6839
Gaza,2025-07-27,3.4334
Gaza,2025-07-28,2.4408
Gaza,2025-07-29,2.5151
Gaza,2025-07-30,1.9217
Gaza,2025-07-31,2.0313
Gaza,2025-08-01,1.8253
Gaza,2025-08-02,2.3577
Gaza,2025-08-03,3.3131
Gaza,2025-08-04,1.8974
Gaza,2025-08-05,1.6849
Gaza,2025-08-06,1.8312
Gaza,2025-08-07,1.5875
Gaza,2025-08-08,2.8785
Gaza,2025-08-09,2.9814
Gaza,2025-08-10,3.4529
Gaza,2025-08-11,2.6802
Gaza,2025-08-12,1.8458
Gaza,2025-08-13,1.6005
Gaza,2025-08-14,1.3317
Gaza,2025-08-15,1.2696
Gaza,2025-08-16,1.6495
Gaza,2025-08-17,2.3386
Gaza,2025-08-18,1.7198
Gaza,2025-08-19,1.5141
Gaza,2025-08-20,1.88
Gaza,2025-08-21,1.8245
Gaza,2025-08-22,1.7209
Gaza,2025-08-23,2.1093
Gaza,2025-08-24,2.3459
Gaza,2025-08-25,2.0507
Gaza,2025-08-26,1.5505
Gaza,2025-08-27,1.8487
Gaza,2025-08-28,1.4597
Gaza,2025-08-29,1.6326
Gaza,2025-08-30,2.3317
Gaza,2025-08-31,2.736
Gaza,2025-09-01,1.76
Gaza,2025-09-02,1.3993
Gaza,2025-09-03,1.3584
Gaza,2025-09-04,1.1997
Gaza,2025-09-05,1.2095
Gaza,2025-09-06,1.8555
Gaza,2025-09-07,2.199
Gaza,2025-09-08,1.7834
Gaza,2025-09-09,2.2735
Gaza,2025-09-10,2.3249
Gaza,2025-09-11,1.644
Gaza,2025-09-12,1.504
Gaza,2025-09-13,1.9475
Gaza,2025-09-14,2.318
Gaza,2025-09-15,1.8034
Gaza,2025-09-16,2.5455
Gaza,2025-09-17,2.0718
Gaza,2025-09-18,2.0431
Gaza,2025-09-19,1.701
Gaza,2025-09-20,2.2054
Gaza,2025-09-21,3.5984
Gaza,2025-09-22,2.7605
Gaza,2025-09-23,2.7031
Gaza,2025-09-24,2.2382
Gaza,2025-09-25,2.2588
Gaza,2025-09-26,2.5124
Gaza,2025-09-27,2.7828
Gaza,2025-09-28,2.3672
Gaza,2025-09-29,2.2036
Gaza,2025-09-30,2.7149
Gaza,2025-10-01,2.1952
Gaza,2025-10-02,2.4261
Gaza,2025-10-03,2.748
Gaza,2025-10-04,4.1515
Gaza,2025-10-05,3.8971
Gaza,2025-10-06,2.7023
Gaza,2025-10-07,2.9722
Gaza,2025-10-08,2.3369
Gaza,2025-10-09,4.5577
Gaza,2025-10-10,3.6451
Gaza,2025-10-11,3.2701
Gaza,2025-10-12,4.4077
Gaza,2025-10-13,5.5614
Gaza,2025-10-14,3.5003
Gaza,2025-10-15,2.456
Gaza,2025-10-16,2.083
Gaza,2025-10-17,1.7854
Gaza,2025-10-18,2.3402
Gaza,2025-10-19,3.1197
Gaza,2025-10-20,1.8978
Gaza,2025-10-21,1.6254
Gaza,2025-10-22,1.3953
Gaza,2025-10-23,1.3891
Gaza,2025-10-24,1.2676
Gaza,2025-10-25,1.6333
Gaza,2025-10-26,1.7539
Gaza,2025-10-27,1.1502
Gaza,2025-10-28,1.4732
Gaza,2025-10-29,1.6369
Gaza,2025-10-30,1.0013
Gaza,2025-10-31,0.8263
Gaza,2025-11-01,1.293
Gaza,2025-11-02,1.2755
Gaza,2025-11-03,1.2732
Gaza,2025-11-04,1.073
Gaza,2025-11-05,1.0041
Gaza,2025-11-06,0.9105
Gaza,2025-11-07,0.9233
Gaza,2025-11-08,1.1459
Gaza,2025-11-09,1.6196
Gaza,2025-11-10,1.0974
Gaza,2025-11-11,1.0356
Gaza,2025-11-12,0.8639
Gaza,2025-11-13,0.7642
Gaza,2025-11-14,0.8171
Gaza,2025-11-15,1.1435
Gaza,2025-11-16,1.1632
Gaza,2025-11-17,0.9383
Gaza,2025-11-18,1.5267
Gaza,2025-11-19,1.0254
Gaza,2025-11-20,0.8702
Gaza,2025-11-21,0.6839
Gaza,2025-11-22,1.1249
Gaza,2025-11-23,1.0397
Gaza,2025-11-24,0.8691
Gaza,2025-11-25,0.8146
Gaza,2025-11-26,0.9897
Gaza,2025-11-27,0.7004
Gaza,2025-11-28,0.6242
Gaza,2025-11-29,0.9552
Gaza,2025-11-30,1.3296
Gaza,2025-12-01,0.7467
Gaza,2025-12-02,0.6623
Gaza,2025-12-03,0.9149
Gaza,2025-12-04,1.0876
Gaza,2025-12-05,0.9033
Gaza,2025-12-06,1.417
Gaza,2025-12-07,1.4738
Gaza,2025-12-08,0.9472
Gaza,2025-12-09,0.7504
Gaza,2025-12-10,0.7124
Gaza,2025-12-11,0.7771
Gaza,2025-12-12,0.7001
Gaza,2025-12-13,0.9563
Gaza,2025-12-14,1.2551
Gaza,2025-12-15,0.9656
Gaza,2025-12-16,0.7469
Gaza,2025-12-17,0.7284
Gaza,2025-12-18,0.8068
Gaza,2025-12-19,0.7478
Gaza,2025-12-20,1.0902
Gaza,2025-12-21,1.2925
Gaza,2025-12-22,0.8412
Gaza,2025-12-23,0.8457
Gaza,2025-12-24,1.1621
Gaza,2025-12-25,1.6284
Gaza,2025-12-26,0.8448
Gaza,2025-12-27,1.0558
Gaza,2025-12-28,1.1949
Gaza,2025-12-29,1.6188
Gaza,2025-12-30,1.3298
Gaza,2025-12-31,1.2328
Gaza,2026-01-01,1.4029
Gaza,2026-01-02,1.1949
Gaza,2026-01-03,0.8479
Gaza,2026-01-04,0.693
Gaza,2026-01-05,0.676
Gaza,2026-01-06,0.6292
Gaza,2026-01-07,0.5169
Gaza,2026-01-08,0.595
Gaza,2026-01-09,0.6297
Gaza,2026-01-10,0.5841
Gaza,2026-01-11,0.8602
Gaza,2026-01-12,0.5401
Gaza,2026-01-13,0.7706
Gaza,2026-01-14,0.7963
Gaza,2026-01-15,0.7066
Gaza,2026-01-16,0.8158
Gaza,2026-01-17,1.5252
Gaza,2026-01-18,1.4054
Gaza,2026-01-19,1.1731
Gaza,2026-01-20,1.3128
Gaza,2026-01-21,1.3811
Gaza,2026-01-22,1.4162
Gaza,2026-01-23,1.1524
Gaza,2026-01-24,1.0034
Gaza,2026-01-25,0.9483
Gaza,2026-01-26,1.0904
Gaza,2026-01-27,0.8169
Gaza,2026-01-28,0.6587
Gaza,2026-01-29,0.6859
Gaza,2026-01-30,0.7037
Gaza,2026-01-31,1.1513
Gaza,2026-02-01,1.2139
Gaza,2026-02-02,0.8306
Gaza,2026-02-03,0.8006
Gaza,2026-02-04,0.8092
Gaza,2026-02-05,0.7634
Gaza,2026-02-06,0.5691
Gaza,2026-02-07,0.7299
Gaza,2026-02-08,0.8567
Gaza,2026-02-09,0.6617
Gaza,2026-02-10,0.6861
Gaza,2026-02-11,0.7976
Gaza,2026-02-12,0.7815
Gaza,2026-02-13,0.686
Gaza,2026-02-14,0.698
Gaza,2026-02-15,1.1613
Gaza,2026-02-16,0.8409
Gaza,2026-02-17,0.6459
Gaza,2026-02-18,0.8669
Gaza,2026-02-19,1.4373
Gaza,2026-02-20,1.0965
Gaza,2026-02-21,0.8147
Gaza,2026-02-22,0.9861
Gaza,2026-02-23,0.624
Gaza,2026-02-24,0.6158
Gaza,2026-02-25,1.2099
Gaza,2026-02-26,0.7224
Gaza,2026-02-27,0.6171
Gaza,2026-02-28,1.3853
Gaza,2026-03-01,0.8768
Gaza,2026-03-02,0.6015
Gaza,2026-03-03,0.7711
Gaza,2026-03-04,0.6813
Gaza,2026-03-05,0.5565
Gaza,2026-03-06,0.4683
Gaza,2026-03-07,0.5447
Gaza,2026-03-08,0.854
Gaza,2026-03-09,0.4636
Gaza,2026-03-10,0.4199
Gaza,2026-03-11,0.4269
Gaza,2026-03-12,0.4589
Gaza,2026-03-13,0.4438
Gaza,2026-03-14,0.6482
Gaza,2026-03-15,0.6983
Gaza,2026-03-16,0.6464
Gaza,2026-03-17,0.6959
Gaza,2026-03-18,0.6971
Gaza,2026-03-19,0.5537
Gaza,2026-03-20,0.5362
Gaza,2026-03-21,0.5724
Gaza,2026-03-22,0.5419
Gaza,2026-03-23,0.508
Gaza,2026-03-24,0.5017
Gaza,2026-03-25,0.483
Gaza,2026-03-26,0.4575
Gaza,2026-03-27,0.4738
Gaza,2026-03-28,0.8464
Gaza,2026-03-29,1.2393
Gaza,2026-03-30,0.5793
Gaza,2026-03-31,0.6663
Taylor Swift,2023-10-01,0.2065
Taylor Swift,2023-10-02,0.6138
Taylor Swift,2023-10-03,0.4033
Taylor Swift,2023-10-04,0.3321
Taylor Swift,2023-10-05,0.3217
Taylor Swift,2023-10-06,0.405
Taylor Swift,2023-10-07,0.2262
Taylor Swift,2023-10-08,0.2557
Taylor Swift,2023-10-09,0.2995
Taylor Swift,2023-10-10,0.2172
Taylor Swift,2023-10-11,0.2444
Taylor Swift,2023-10-12,0.5554
Taylor Swift,2023-10-13,0.5657
Taylor Swift,2023-10-14,0.266
Taylor Swift,2023-10-15,0.627
Taylor Swift,2023-10-16,0.5075
Taylor Swift,2023-10-17,0.2573
Taylor Swift,2023-10-18,0.2778
Taylor Swift,2023-10-19,0.3435
Taylor Swift,2023-10-20,0.4521
Taylor Swift,2023-10-21,0.1972
Taylor Swift,2023-10-22,0.4178
Taylor Swift,2023-10-23,0.4022
Taylor Swift,2023-10-24,0.3062
Taylor Swift,2023-10-25,0.2617
Taylor Swift,2023-10-26,0.3131
Taylor Swift,2023-10-27,0.6254
Taylor Swift,2023-10-28,0.3145
Taylor Swift,2023-10-29,0.2995
Taylor Swift,2023-10-30,0.337
Taylor Swift,2023-10-31,0.2634
Taylor Swift,2023-11-01,0.2023
Taylor Swift,2023-11-02,0.1756
Taylor Swift,2023-11-03,0.332
Taylor Swift,2023-11-04,0.2732
Taylor Swift,2023-11-05,0.2516
Taylor Swift,2023-11-06,0.3007
Taylor Swift,2023-11-07,0.1968
Taylor Swift,2023-11-08,0.2487
Taylor Swift,2023-11-09,0.3277
Taylor Swift,2023-11-10,0.5057
Taylor Swift,2023-11-11,0.4824
Taylor Swift,2023-11-12,0.5633
Taylor Swift,2023-11-13,0.4077
Taylor Swift,2023-11-14,0.2045
Taylor Swift,2023-11-15,0.2524
Taylor Swift,2023-11-16,0.2463
Taylor Swift,2023-11-17,0.249
Taylor Swift,2023-11-18,0.5976
Taylor Swift,2023-11-19,0.5165
Taylor Swift,2023-11-20,0.6485
Taylor Swift,2023-11-21,0.5061
Taylor Swift,2023-11-22,0.3175
